카테고리,상품내용,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
에어펌프(발펌프),국산삼흥 발펌프 공기주입기 손펌프 에어펌프 자전거,M,2,,,      ,          ,,경기,안양시 동안구,호계3동,
로드자전거,2019첼로 테라 신형105 카본포크 로드자전거,M,4,기타 ,500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,울주군,언양읍,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
장갑,자전거방한토시 바이크 핸들덮개 방한커버 손토시,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,분당동,
MTB,GIFT2016 엘파마 판타시아 S7 S675 카본 MTB 자전거,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,화원읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
자전거액세서리,완전사2017년 신형 KSM400-3 SE 연납축전지 12V/,F,2,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,대전,유성구,봉명동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
보호대,무료배송.국산쿨토시.팔토시.냉감토시.쿨마스크.아동,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,천안시 서북구,쌍용2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
자전거타이어/부품,삼천리알루미늄 핸드펌프  - 자전거 다용도 튜브 펌프 공기주입기,F,5,,,      ,          ,,서울,동대문구,답십리동,
자전거의류/잡화,사은품증정나루 마스크 자전거 자외선차단 등산 골프 바라클라바 버프 겨울 방한 넥워머 복면  오토바이,F,3,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,아니오,          ,아파트/ 주상복합,인천,남동구,간석4동,"경차 (모닝, 스파크 등)"
장갑,[MTB자전거장갑]라이딩장갑/여름장갑/반장갑,F,2,,,      ,          ,,경기,남양주시,오남읍,
장갑,자전거방한토시 바이크 핸들덮개 방한커버 손토시,F,4,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,금곡동,"대형차 (제너시스, BMW5급 등)"
MTB,프로메이드풀서스펜션 24인치 MTB자전거 아스톤힐DS,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,부천시 소사구,괴안동,
보호대,(가온들)나스카/쿨토시/기능성팔토시/스포츠골프토시,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강동구,성내2동,
신발,뉴발란스CRT300 스니커즈 운동화 (CRT300CA),M,5,,,      ,          ,,서울,송파구,잠실동,
헬멧/보호장비,GAIUS어반헬멧 킥보드헬멧 성인 청소년헬멧,M,2,,,      ,          ,,서울,도봉구,창5동,
자전거타이어,자전거휠라이트 반사 스트로우 바퀴 야간 안전 야광,M,4,"판매직 (상점점원, 보험설계사, 노점상)",200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,시흥시,정왕동,
브레이크레버,브레이크레버/아동용/성인용/알로이브레이크레버/자전거부품/자전거브레이크레버,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,아파트/ 주상복합,전북,전주시 덕진구,송천동2가,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
에어펌프(발펌프),GIYO지요 GF-56GTB ULTRA 자전거펌프 공기배출기능,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,구리시,인창동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
보호대,나스카썬블럭 쿨토시/네이비/팔토시/자외선차단/스포츠/골프/등산/자전거/테니스/암슬리브/운전,F,2,,,      ,          ,,서울,동작구,상도1동,
자전거액세서리,(자전거용품.부품모음)자물쇠라이트펌프바구니짐받이안장가방헬멧보호대후미등페달보조바퀴벨전조등거치대,F,2,,,      ,          ,,대전,대덕구,석봉동,
외발/삼륜/2인용,절대터지지않는알로이 컨츄리 성인 세발자전거 삼륜,F,3,,,      ,          ,,경기,고양시 일산동구,문봉동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
자전거튜브,[흥아]흥아 700C x 23/25C 프레스타 80mm 자전거튜브 로드,F,5,,,      ,          ,,인천,계양구,박촌동,
자전거액세서리,[VELO]VL3147전립선안장 - MTB 로드 싸이클 자전거 전립선 벨로 쿠션안장,F,3,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,강원,고성군,간성읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
자전거의류/잡화,[PUMA]푸마 여성 더블 스트레치 기모 본딩 팬츠 3종세트 GFYYFG22,M,2,무직,100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,은평구,녹번동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
헬멧/보호장비,자전거헬멧/자전거용품/큰/삼천리헬멧/성인/아동헬멧,M,3,,,      ,          ,,경남,사천시,사천읍,
헬멧/보호장비,GIFT삼천리 헬멧 SH330S 선바이저 자전거용품 인라인,M,5,,,      ,          ,,경기,평택시,비전1동,
MTB,프로메이드풀서스펜션 24인치 MTB자전거 아스톤힐DS,F,5,,,      ,          ,,서울,은평구,진관동,
자전거,지멘스여성용 부인용 자전거 클래식 24 26인치,F,3,"교직 (교사, 유치원교사, 학원강사)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,경남,양산시,교동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
자전거액세서리,로드MTB 충전식 자전거라이트 용품 18650 배터리,M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강서구,등촌동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
자전거액세서리,로드MTB 충전식 자전거라이트 용품 18650 배터리,M,3,무직,100~199만원,아니오,          ,기타 ,경기,안양시 동안구,갈산동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
에어펌프(발펌프),국산삼흥 발펌프 공기주입기 손펌프 에어펌프 자전거펌프 공 오토바이 바이크 휴대용 쌍발펌프 튜브 스포,F,2,,,      ,          ,,경기,용인시 처인구,백암면,
자전거의류/잡화,극세사기모 방한 넥워머 바라클라바 겨울 목토시 자전거 방한마스크 멀티스카프 털모자,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,천안시 서북구,쌍용2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
자전거,미키키즈로드스터 미니 18유니키즈FA 어린이자전거,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,개포동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
자전거의류/잡화,쿨마스크멀티스카프 자외선차단마스크 자전거마스크,M,3,,,      ,          ,,경기,광주시,오포읍,
장갑,[MTB자전거장갑]라이딩장갑/여름장갑/반장갑,M,3,,,      ,          ,,경기,군포시,부곡동,
후미등,누빔멀티 라이트 NB-600 자전거 후미등 방향지시등,F,5,,,      ,          ,,서울,송파구,석촌동,
트레일러,알톤키즈 트레일러/자전거/캐리어/손잡이/보조바퀴,F,5,"주부 (전업주부, 파트타임 근무 주부)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,대치4동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
자전거,알톤베네통키드자전거/아동/알루미늄/고급어린이네발,F,5,,,      ,          ,,부산,부산진구,범천4동,
로드자전거,2019첼로 테라 신형105 카본포크 로드자전거,F,4,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,경기,고양시 덕양구,관산동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
외발/삼륜/2인용,[지오닉스]자이덴 나누미 20(50cm) 6단 성인용 세발자전거,M,2,,,      ,          ,,경남,진주시,하대2동,
전시스탠드,포인트배너실외용거치대 양면겸용 홍보 이벤트,M,3,,,      ,          ,,서울,강남구,일원1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
자전거스마트폰거치대,4방향완벽고정 자전거 스마트폰 거치대 (블랙),F,5,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,은평구,갈현동,
헬멧,아동용자전거헬멧아동보호대 킥보드 인라인헬멧,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 기흥구,서천동,
자전거의류/잡화,마스크/귀마개/멀티워머/넥워머/자전거/검정마스크,F,3,"관리직 (사장, 간부, 고위공무원)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 영통구,이의동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
트레일러,알톤키즈 트레일러/자전거/캐리어/손잡이/보조바퀴,F,2,,,      ,          ,,울산,남구,야음동,
자전거커버,스타시빅C-01 옥스포드 210D 자전거 커버,M,5,,,      ,          ,,서울,양천구,신월6동,
자전거스마트폰거치대,4방향완벽고정 자전거 스마트폰 거치대 (블랙),F,5,,,      ,          ,,경기,군포시,오금동,
안장,[참좋은바이크]삼천리아동용안장모음/하이킥/프린세스/키즈바이크/디즈니/유아동/어린이/푹신한안장,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,수원시 팔달구,화서2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
승용완구,[삼천리자전거]GIFT 2018 삼천리 샘트라이크 800+ 유모차 세발자전거,F,2,"교직 (교사, 유치원교사, 학원강사)",700~799만원,아니오,          ,아파트/ 주상복합,대구,달성군,다사읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
자전거액세서리,블랙울프미니줌 줌라이트 LED랜턴 후레쉬 자전거용품,M,3,기타 ,200~299만원,아니오,          ,아파트/ 주상복합,경기,구리시,인창동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
MTB,프로메이드풀서스펜션 24인치 MTB자전거 아스톤힐DS,M,3,,,      ,          ,,서울,강남구,일원1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
자전거액세서리,카멜백포디엄 칠리 610ml 자전거물통 보냉 물병,M,3,"관리직 (사장, 간부, 고위공무원)",300~399만원,아니오,          ,아파트/ 주상복합,충남,아산시,탕정면,"경차 (모닝, 스파크 등)"
사이클,[쿠베로]에어리아2.0신형소라18 무료조립+최강사은품 NEW SORA 18,M,4,"관리직 (사장, 간부, 고위공무원)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,칠곡군,석적읍,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
사이클,[HK]예거메티1디스크 로드자전거 카본포크 소라,M,5,,,      ,          ,,경기,화성시,반송동,
자전거,[삼천리자전거]하로GS20 7단 접이식자전거  어린이/여성 폴딩자전거,M,4,,,      ,          ,,서울,강남구,대치동,
흙받이,자전거흙받이(한세트)삼천리자전거 레스포정품/흙튀김방지 물받이/선택,M,2,,,      ,          ,,경남,창원시 마산합포구,상남동,
후미등,자전거후미등2구 실리콘 후미등 LED비상등 안전등 야간 라이딩 유모차 오토바이 3가지 모드,F,2,,,      ,          ,,경기,안양시 동안구,호계2동,
튜브,[FNS]즈와유무시고무 없는 던롭밸브 세트/던롭튜브,M,4,,,      ,          ,,경남,창원시 의창구,용호동,
펑크패치,구멍패치/번개표/자전거보수/타이어보수/빵꾸딱지/빵구패치/자전거정비/땜질/공구장터,F,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,강원,원주시,단계동,"대형차 (제너시스, BMW5급 등)"
자전거액세서리,(자전거용품.부품모음)자물쇠라이트펌프바구니짐받이안장가방헬멧보호대후미등페달보조바퀴벨전조등거치대,M,4,,,      ,          ,,경기,성남시 분당구,서현동,
브레이크레버,브레이크레버/아동용/성인용/알로이브레이크레버/자전거부품/자전거브레이크레버,M,2,,,      ,          ,,충북,청주시 흥덕구,수곡동,
자전거,지멘스여성용 부인용 자전거 클래식 24 26인치,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,울주군,온양읍,
흙받이,자전거흙받이(한세트)삼천리자전거 레스포정품/흙튀김방지 물받이/선택,F,3,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,창원시 마산합포구,산호동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
자전거라이트/전조등,지바코76L 폴딩 립스탑 멀티 백 캠핑가방 수납가방,M,4,,,      ,          ,,충북,청주시 상당구,용암2동,
전시스탠드,포인트배너실외용거치대 양면겸용 홍보 이벤트,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",800~899만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,광진구,자양동,
헬멧/보호장비,"Giro헬멧/Quarter 쿼터, 어번/더트 (6색상)",F,5,,,      ,          ,,충북,청주시 상당구,금천동,
자전거라이트/전조등,지바코76L 폴딩 립스탑 멀티 백 캠핑가방 수납가방,M,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,광진구,자양1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
자전거,[21세기스쿠터]질주본능!21세기스쿠터/미드미 外 봄바람 일으키는 모빌리티 컬렉션,M,5,"관리직 (사장, 간부, 고위공무원)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,광주시,탄벌동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
속도계,자전거무선속도계 엑스헌터 자전거속도계 자전거용품,F,4,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,해운대구,우2동,"소형SUV/CUV (티볼리, QM3 등)"
헬멧,코아브어반st 자전거 헬멧 성인용 용품 보드 인라인,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,공릉2동,
헬멧/보호장비,자전거헬멧/자전거용품/큰/삼천리헬멧/성인/아동헬멧,M,4,기타 ,200~299만원,아니오,          ,아파트/ 주상복합,서울,강남구,청담동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
기타용품,발목밴드,M,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,구로구,구로1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
자전거액세서리,자전거휠 라이트 안전등  LED라이트 후미등,M,3,,,      ,          ,,부산,금정구,구서2동,
에어펌프(발펌프),발펌프/튜브/휴대용/쌍발/자전거/공기주입기/에어펌프/타이어공기/축구공/농구공/바람넣기/외발/강력발펌프,M,4,,,      ,          ,,경기,부천시 원미구,중3동,
헬멧/보호장비,GAIUS어반헬멧 킥보드헬멧 성인 청소년헬멧,F,4,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 흥덕구,봉명2동,
브레이크패드,BARADINE바라딘 450 로드용 브레이크슈 브레이크 슈패드 고무패드 자전거용품 부품,M,2,,,      ,          ,,경기,수원시 영통구,하동,
핸들그립,Giant그립/Connect 커넥트 에르고 맥스 락온 (2색상),M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남구,용현5동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
기타브랜드 헬멧,[삼천리자전거]미니마우스 헬멧보호대 세트 어린이 자전거 킥보드/ 삼천리자전거,F,3,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,동구,화정동,
보호대,나이키/팔토시/쿨토시/자외선차단/스포츠/레저/등산용,M,4,,,      ,          ,,,,,
크로스가방,엑스피크빅파우치 자전거 휴대폰파우치,M,5,"판매직 (상점점원, 보험설계사, 노점상)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,화성시,봉담읍,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
헬멧,필모리스/F381/F373/자전거헬멧/성인용헬멧/안전용품,F,3,,,      ,          ,,서울,동작구,대방동,
자전거액세서리,"자전거커버,바이크린,자전거,자전거용품,싸이클",M,5,,,      ,          ,,서울,강남구,개포2동,
헬멧,스텔리오스고글헬멧 에어로 자전거헬멧 로드헬멧,M,3,,,      ,          ,,서울,강서구,가양동,
자전거,[스마트]삼천리/스마트 접이식자전거 미니벨로 4종,M,3,,,      ,          ,,대구,동구,각산동,
자전거의류/잡화,쿨마스크멀티스카프 자외선차단마스크 자전거마스크,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",100만원 미만,아니오,          ,아파트/ 주상복합,대구,달서구,대곡동,
자전거,[스마트]삼천리/스마트/바이맥스 접이식자전거 미니벨로 4종,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",100만원 미만,아니오,          ,아파트/ 주상복합,대구,달서구,대곡동,
자전거의류/잡화,극세사기모 방한 넥워머 바라클라바 겨울 목토시 자전거 방한마스크 멀티스카프 털모자,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,창원시 마산합포구,월영동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
변속기,변속레버/자전거기어/시마노변속레버/그립쉬프트,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,서구,석남1동,
MTB,알톤쉐보레 CMJR 초등학생 MTB 자전거/24인치/22인치/샌드스톤24,F,5,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,만수2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
자전거의류/잡화,"하이맥스매쉬 긴장갑 -  봄,여름,가을 장갑",M,4,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,아니오,          ,오피스텔,경기,고양시 일산동구,장항동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
전시스탠드,[학성스포츠]아동용16/18/20인치 자전거스탠드/보조바퀴떼어내고 두발자전거전환시사용,M,3,,,      ,          ,,경기,오산시,궐동,
헬멧/보호장비,에어워크보호대 성인용/아동용 헬멧/가방 용품 S16,M,5,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,익산시,동산동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
속도계,자전거무선속도계 엑스헌터 자전거속도계 자전거용품,M,5,,,      ,          ,,대구,달성군,다사읍,
승용완구,STONETREE스톤트리 트라이크 - 유모차 세발 자전거,M,5,,,      ,          ,,전남,여수시,상암동,
속도계,자전거무선속도계 엑스헌터 자전거속도계 자전거용품,M,3,,,      ,          ,,경기,남양주시,와부읍,
MTB,앞뒤쇼바접이식 21단 26인치 입문 통학 출퇴근용 MTB,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,구로구,개봉2동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
자전거액세서리,카멜백포디엄 칠리 610ml 자전거물통 보냉 물병,M,2,,,      ,          ,,경기,용인시 기흥구,청덕동,
자전거튜브,[흥아]흥아 700C x 23/25C 프레스타 40mm 자전거튜브 로드,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,동작구,상도3동,"소형SUV/CUV (티볼리, QM3 등)"
신발,뉴발란스운동화 774 NEWBALANCE 774 (M774BK3),M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,경기,수원시 권선구,곡반정동,
자전거액세서리,블랙울프자전거 라이트 용품 18650 배터리 충전기,M,2,,,      ,          ,,울산,남구,무거동,
자전거,[알톤]갤럽22 21단 앞쇼바 7~11세 시마노인투스기어,M,2,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,구로구,구로1동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
신발,뉴발란스운동화 574 NEWBALANCE 574 (ML574SS2),F,2,무직,500~599만원,아니오,          ,아파트/ 주상복합,경기,안산시 상록구,건건동,
자전거액세서리,로드MTB 충전식 자전거라이트 용품 18650 배터리,F,2,무직,100~199만원,아니오,          ,아파트/ 주상복합,대구,동구,신천1.2동,
헬멧/보호장비,자전거어반헬멧 어린이헬멧 인라인 헬맷 킥보드헬멧,F,3,,,      ,          ,,서울,강동구,길동,
자전거의류/잡화,{지오무역}[쿨멀티스카프모음]쿨마스크/냉동스카프/,M,5,,,      ,          ,,충남,천안시 동남구,신부동,
전시스탠드,[내가만든자전거](ICETOOLZ) 아이스툴즈 P633 벽면형 자전거 거치대/벽면고정볼트포함,F,4,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,금곡동,"대형차 (제너시스, BMW5급 등)"
공용상의,[MCN]윈드베스트 MSV-16 블랙/자전거조끼,M,5,,,      ,          ,,경기,평택시,비전1동,
자전거액세서리,[J]쿨시트 방석 오토바이 스쿠터 헬멧 용품,M,4,"판매직 (상점점원, 보험설계사, 노점상)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 만안구,안양동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
자전거,지멘스여성용 부인용 자전거 클래식 24 26인치,F,3,,,      ,          ,,울산,남구,신정1동,
안장,삼천리전립선 안장패드/MTB ROAD 안장용 쿠션커버/하이브리드 안장커버/자전거안장커버/로드용 자전거용품,F,2,,,      ,          ,,대구,동구,봉무동,
MTB,삼천리자전거팀60D MTB자전거 24단 알루미늄자전거,F,4,,,      ,          ,,충남,태안군,태안읍,
자전거액세서리,스나이퍼코리아블랙울프 18650배터리 충전기모음,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,군산시,미룡동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
자전거액세서리,유아안장자전거유아안장 후방유아안장 아동보조안장,F,3,,,      ,          ,,서울,노원구,월계3동,
보호대,일본코미네09-021 오토바이 핸들워머 빅스쿠터 전동 킥보드 토시 퀵보드 토시 장갑 겨울 방한용품,F,4,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,울산,중구,동동,
자전거액세서리,블랙울프미니줌 줌라이트 LED랜턴 후레쉬 자전거용품,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,화성시,동탄면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
라이트거치대,페어맨만능 18650충전기 FLIC-210 자전거라이트 2구,F,2,,,      ,          ,,광주,서구,금호동,
보호대,2+2이벤트/네파정품/탑쿨/슬레진저 쿨토시 팔토시,F,5,"주부 (전업주부, 파트타임 근무 주부)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,대치4동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
MTB,GIFT2016 엘파마 판타시아 S7 S675 카본 MTB 자전거,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,남동구,간석3동,
자전거튜브,[CST]700x25/32C fv48mm 자전거튜브 프레스타 흥아 켄다,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달서구,유천동,"경차 (모닝, 스파크 등)"
보호대,[AQUA-X/국산]발렌티노무봉제 쿨토시/아쿠아엑스,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,서대문구,홍제동,
자전거,알톤베네통키드자전거/아동/알루미늄/고급어린이네발,F,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,오산시,원동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
에어펌프(발펌프),GIYO지요 GF-56GTB ULTRA 자전거펌프 공기배출기능,F,5,"판매직 (상점점원, 보험설계사, 노점상)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 덕양구,대자동,
보호대,특가쿨토시 1+1 (2세트) /토시/아동쿨토시/팔토시,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,수원시 영통구,망포동,"소형SUV/CUV (티볼리, QM3 등)"
신발,뉴발란스운동화 574 NEWBALANCE 574 (ML574SS2),M,3,,,      ,          ,,인천,남동구,논현동,
자전거액세서리,SCHWALBE슈발베 타이어레버 3개한세트 타이어교체 / 튜블러 시멘트/리무버/이지핏 악세사리,F,3,,,      ,          ,,서울,강북구,수유2동,
헬멧/보호장비,에어워크보호대 성인용/아동용 헬멧/가방 용품 S16,F,2,,,      ,          ,,서울,강남구,역삼동,
자전거의류/잡화,1대1사은품증정 나루마스크 X1 X5 자외선차단마스크,M,3,,,      ,          ,,대구,동구,율하동,
보호대,무료배송.국산쿨토시.팔토시.냉감토시.쿨마스크.아동,F,4,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,경기,고양시 덕양구,관산동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
에어펌프(발펌프),자전거펌프/미니펌프/공기주입기/자전거용품,F,5,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,파주시,야동동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
브레이크패드,[FNS]크락스오가닉 디스크브레이크 패드(벌크제품),M,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,아파트/ 주상복합,경기,광주시,쌍령동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
튜브,자전거고급 타이어 튜브/던롭 프레스타 슈레더 튜브/슈발베 켄다 CST튜브/자전거용품 부품,M,5,"관리직 (사장, 간부, 고위공무원)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,전남,여수시,화양면,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
전기자전거,전동킥보드마이봇 ERT-8/ 38V/ 18.4Ah / 삼성배터리/ 레져스포츠,M,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 장안구,율전동,
자전거액세서리,18650AA AAA 충전지 배터리 충전기 i4 D2 i2 UM20,F,4,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,아파트/ 주상복합,경기,광주시,중대동,
외발/삼륜/2인용,[자이덴]지오닉스 나누미 에코 성인용 세발 트라이 삼륜자전거,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,광산구,송정2동,
